Molecule,Molecule Formula,Replicate Name,Normalization Method,Average Measured Retention Time,Total Area Fragment,Normalized Area
LAUROYLCARNITINE,C19H37NO4,Sample159,Ratio to Global Standards,15.8,18127,3.24E-04
LAUROYLCARNITINE,C19H37NO4,Sample160,Ratio to Global Standards,15.8,25643,5.04E-04
LAUROYLCARNITINE,C19H37NO4,Sample161,Ratio to Global Standards,15.8,21287,4.05E-04
LAUROYLCARNITINE,C19H37NO4,Sample162,Ratio to Global Standards,15.8,4142,7.41E-05
LAUROYLCARNITINE,C19H37NO4,Sample163,Ratio to Global Standards,15.8,84354,1.51E-03
LAUROYLCARNITINE,C19H37NO4,Sample164,Ratio to Global Standards,15.8,8936,1.55E-04
LAUROYLCARNITINE,C19H37NO4,Sample165,Ratio to Global Standards,15.8,6765,1.22E-04
LAUROYLCARNITINE,C19H37NO4,Sample166,Ratio to Global Standards,15.8,34108,6.16E-04
LAUROYLCARNITINE,C19H37NO4,Sample167,Ratio to Global Standards,15.8,19596,3.60E-04
LAUROYLCARNITINE,C19H37NO4,Sample168,Ratio to Global Standards,15.8,34112,6.40E-04
LAUROYLCARNITINE,C19H37NO4,Sample169,Ratio to Global Standards,15.8,13665,2.60E-04
LAUROYLCARNITINE,C19H37NO4,Sample170,Ratio to Global Standards,15.8,966,1.71E-05
LAUROYLCARNITINE,C19H37NO4,Sample171,Ratio to Global Standards,15.8,3822,6.55E-05
LAUROYLCARNITINE,C19H37NO4,Sample172,Ratio to Global Standards,15.8,14634,2.59E-04
LAUROYLCARNITINE,C19H37NO4,Sample173,Ratio to Global Standards,15.8,1265,2.07E-05
LAUROYLCARNITINE,C19H37NO4,Sample174,Ratio to Global Standards,15.8,15836,2.66E-04
LAUROYLCARNITINE,C19H37NO4,Sample175,Ratio to Global Standards,15.8,3065,5.96E-05
LAUROYLCARNITINE,C19H37NO4,Sample176,Ratio to Global Standards,15.8,2421,4.07E-05
LAUROYLCARNITINE,C19H37NO4,Sample177,Ratio to Global Standards,15.8,14469,2.62E-04
LAUROYLCARNITINE,C19H37NO4,Sample178,Ratio to Global Standards,15.8,595,1.05E-05
LAUROYLCARNITINE,C19H37NO4,Sample179,Ratio to Global Standards,15.8,21424,3.75E-04
LAUROYLCARNITINE,C19H37NO4,Sample180,Ratio to Global Standards,15.8,18342,3.01E-04
LAUROYLCARNITINE,C19H37NO4,Sample181,Ratio to Global Standards,15.8,14008,2.23E-04
LAUROYLCARNITINE,C19H37NO4,Sample182,Ratio to Global Standards,15.8,7209,1.63E-04
LAUROYLCARNITINE,C19H37NO4,db,Ratio to Global Standards,15.8,166,1.11E-02
LAUROYLCARNITINE,C19H37NO4,iroa_end,Ratio to Global Standards,15.8,5460594,9.50E-02
LAUROYLCARNITINE,C19H37NO4,iroa_start,Ratio to Global Standards,15.8,6059119,7.74E-02
LAUROYLCARNITINE,C19H37NO4,pb,Ratio to Global Standards,15.8,1140,1.43E-05
LAUROYLCARNITINE,C19H37NO4,pool_115-133,Ratio to Global Standards,15.8,41744,7.65E-04
LAUROYLCARNITINE,C19H37NO4,pool_1-19,Ratio to Global Standards,15.8,37937,6.14E-04
LAUROYLCARNITINE,C19H37NO4,pool_134-152,Ratio to Global Standards,15.8,39372,7.11E-04
LAUROYLCARNITINE,C19H37NO4,pool_153-171,Ratio to Global Standards,15.8,37481,7.12E-04
LAUROYLCARNITINE,C19H37NO4,pool_172-182,Ratio to Global Standards,15.8,33989,6.55E-04
LAUROYLCARNITINE,C19H37NO4,pool_20-38,Ratio to Global Standards,15.8,28600,4.87E-04
LAUROYLCARNITINE,C19H37NO4,pool_39-57,Ratio to Global Standards,15.8,49632,8.40E-04
LAUROYLCARNITINE,C19H37NO4,pool_58-76,Ratio to Global Standards,15.8,63636,1.13E-03
LAUROYLCARNITINE,C19H37NO4,pool_77-95,Ratio to Global Standards,15.8,56652,9.89E-04
LAUROYLCARNITINE,C19H37NO4,pool_96-114,Ratio to Global Standards,15.8,34170,6.27E-04
LAUROYLCARNITINE,C19H37NO4,pool_final,Ratio to Global Standards,15.8,16401,4.27E-04
L-CARNITINE,C7H15NO3,Sample1,Ratio to Global Standards,5.15,36647592,5.80E-01
L-CARNITINE,C7H15NO3,Sample2,Ratio to Global Standards,5.15,44211784,6.30E-01
L-CARNITINE,C7H15NO3,Sample3,Ratio to Global Standards,5.15,26784992,3.48E-01
L-CARNITINE,C7H15NO3,Sample4,Ratio to Global Standards,5.15,19144576,2.53E-01
L-CARNITINE,C7H15NO3,Sample5,Ratio to Global Standards,5.15,21823940,3.04E-01
L-CARNITINE,C7H15NO3,Sample6,Ratio to Global Standards,5.15,30681088,4.45E-01
L-CARNITINE,C7H15NO3,Sample7,Ratio to Global Standards,5.15,21016016,2.75E-01
L-CARNITINE,C7H15NO3,Sample8,Ratio to Global Standards,5.15,34829280,5.02E-01
L-CARNITINE,C7H15NO3,Sample9,Ratio to Global Standards,5.15,26218120,3.71E-01
L-CARNITINE,C7H15NO3,Sample10,Ratio to Global Standards,5.15,30763928,4.34E-01
L-CARNITINE,C7H15NO3,Sample11,Ratio to Global Standards,5.15,21422964,3.05E-01
L-CARNITINE,C7H15NO3,Sample12,Ratio to Global Standards,5.15,23855516,3.58E-01
L-CARNITINE,C7H15NO3,Sample13,Ratio to Global Standards,5.15,42810720,6.34E-01
L-CARNITINE,C7H15NO3,Sample14,Ratio to Global Standards,5.15,33192616,4.69E-01
L-CARNITINE,C7H15NO3,Sample15,Ratio to Global Standards,5.15,25369892,3.78E-01
L-CARNITINE,C7H15NO3,Sample16,Ratio to Global Standards,5.15,22856260,3.36E-01
L-CARNITINE,C7H15NO3,Sample17,Ratio to Global Standards,5.15,16785712,2.63E-01
L-CARNITINE,C7H15NO3,Sample18,Ratio to Global Standards,5.15,43671760,6.69E-01
L-CARNITINE,C7H15NO3,Sample19,Ratio to Global Standards,5.15,23134648,3.61E-01
L-CARNITINE,C7H15NO3,Sample20,Ratio to Global Standards,5.15,34340340,5.51E-01
L-CARNITINE,C7H15NO3,Sample21,Ratio to Global Standards,5.15,33503092,5.39E-01
L-CARNITINE,C7H15NO3,Sample22,Ratio to Global Standards,5.15,26033712,4.17E-01
L-CARNITINE,C7H15NO3,Sample23,Ratio to Global Standards,5.15,45580272,7.63E-01
L-CARNITINE,C7H15NO3,Sample24,Ratio to Global Standards,5.15,47537928,8.15E-01
L-CARNITINE,C7H15NO3,Sample25,Ratio to Global Standards,5.15,35401420,6.12E-01
L-CARNITINE,C7H15NO3,Sample26,Ratio to Global Standards,5.15,28900344,4.70E-01
L-CARNITINE,C7H15NO3,Sample27,Ratio to Global Standards,5.15,38227204,6.19E-01
L-CARNITINE,C7H15NO3,Sample28,Ratio to Global Standards,5.15,30951712,5.05E-01
L-CARNITINE,C7H15NO3,Sample29,Ratio to Global Standards,5.15,21027776,3.30E-01
L-CARNITINE,C7H15NO3,Sample30,Ratio to Global Standards,5.15,29830266,4.99E-01
L-CARNITINE,C7H15NO3,Sample31,Ratio to Global Standards,5.15,26530568,4.32E-01
L-CARNITINE,C7H15NO3,Sample32,Ratio to Global Standards,5.15,36475216,6.20E-01
L-CARNITINE,C7H15NO3,Sample33,Ratio to Global Standards,5.15,25946812,4.14E-01
L-CARNITINE,C7H15NO3,Sample34,Ratio to Global Standards,5.15,28739882,4.67E-01
L-CARNITINE,C7H15NO3,Sample35,Ratio to Global Standards,5.15,27441952,4.40E-01
L-CARNITINE,C7H15NO3,Sample36,Ratio to Global Standards,5.15,18625072,2.90E-01
L-CARNITINE,C7H15NO3,Sample37,Ratio to Global Standards,5.15,48933424,8.35E-01
L-CARNITINE,C7H15NO3,Sample38,Ratio to Global Standards,5.15,27763288,4.32E-01
L-CARNITINE,C7H15NO3,Sample39,Ratio to Global Standards,5.15,40691136,7.61E-01
L-CARNITINE,C7H15NO3,Sample40,Ratio to Global Standards,5.15,23739744,4.11E-01
L-CARNITINE,C7H15NO3,Sample41,Ratio to Global Standards,5.15,31091960,5.19E-01
L-CARNITINE,C7H15NO3,Sample42,Ratio to Global Standards,5.15,23266236,3.85E-01
L-CARNITINE,C7H15NO3,Sample43,Ratio to Global Standards,5.15,35590716,6.02E-01
L-CARNITINE,C7H15NO3,Sample44,Ratio to Global Standards,5.15,40751432,7.17E-01
L-CARNITINE,C7H15NO3,Sample45,Ratio to Global Standards,5.15,36177880,6.13E-01
L-CARNITINE,C7H15NO3,Sample46,Ratio to Global Standards,5.15,29739560,5.11E-01
L-CARNITINE,C7H15NO3,Sample47,Ratio to Global Standards,5.15,45000032,7.20E-01
L-CARNITINE,C7H15NO3,Sample48,Ratio to Global Standards,5.15,28138344,4.57E-01
L-CARNITINE,C7H15NO3,Sample49,Ratio to Global Standards,5.15,29629280,5.27E-01
L-CARNITINE,C7H15NO3,Sample50,Ratio to Global Standards,5.15,21151374,3.29E-01
L-CARNITINE,C7H15NO3,Sample51,Ratio to Global Standards,5.15,29159324,4.87E-01
L-CARNITINE,C7H15NO3,Sample52,Ratio to Global Standards,5.15,31007614,5.37E-01
L-CARNITINE,C7H15NO3,Sample53,Ratio to Global Standards,5.15,46617424,8.11E-01
L-CARNITINE,C7H15NO3,Sample54,Ratio to Global Standards,5.15,36185140,5.98E-01
L-CARNITINE,C7H15NO3,Sample55,Ratio to Global Standards,5.15,44423340,7.74E-01
L-CARNITINE,C7H15NO3,Sample56,Ratio to Global Standards,5.15,35856268,6.50E-01
L-CARNITINE,C7H15NO3,Sample57,Ratio to Global Standards,5.15,35635496,6.31E-01
L-CARNITINE,C7H15NO3,Sample58,Ratio to Global Standards,5.15,38425960,6.95E-01
L-CARNITINE,C7H15NO3,Sample59,Ratio to Global Standards,5.15,30949876,5.32E-01
L-CARNITINE,C7H15NO3,Sample60,Ratio to Global Standards,5.15,29611564,5.23E-01
L-CARNITINE,C7H15NO3,Sample61,Ratio to Global Standards,5.15,30715612,5.18E-01
L-CARNITINE,C7H15NO3,Sample62,Ratio to Global Standards,5.15,29589316,5.62E-01
L-CARNITINE,C7H15NO3,Sample63,Ratio to Global Standards,5.15,38417444,6.79E-01
L-CARNITINE,C7H15NO3,Sample64,Ratio to Global Standards,5.15,33237150,5.72E-01
L-CARNITINE,C7H15NO3,Sample65,Ratio to Global Standards,5.15,22517568,3.96E-01
L-CARNITINE,C7H15NO3,Sample66,Ratio to Global Standards,5.15,34363976,6.38E-01
L-CARNITINE,C7H15NO3,Sample67,Ratio to Global Standards,5.15,29419312,5.16E-01
L-CARNITINE,C7H15NO3,Sample68,Ratio to Global Standards,5.15,32432584,6.35E-01
L-CARNITINE,C7H15NO3,Sample69,Ratio to Global Standards,5.15,25616724,4.52E-01
L-CARNITINE,C7H15NO3,Sample70,Ratio to Global Standards,5.15,25097946,5.53E-01
L-CARNITINE,C7H15NO3,Sample71,Ratio to Global Standards,5.15,21007836,3.40E-01
L-CARNITINE,C7H15NO3,Sample72,Ratio to Global Standards,5.15,23303398,3.88E-01
L-CARNITINE,C7H15NO3,Sample73,Ratio to Global Standards,5.15,24308778,3.98E-01
L-CARNITINE,C7H15NO3,Sample74,Ratio to Global Standards,5.15,20087716,3.49E-01
L-CARNITINE,C7H15NO3,Sample75,Ratio to Global Standards,5.15,23805952,4.34E-01
L-CARNITINE,C7H15NO3,Sample76,Ratio to Global Standards,5.15,38596204,6.56E-01
L-CARNITINE,C7H15NO3,Sample77,Ratio to Global Standards,5.15,45118216,8.04E-01
L-CARNITINE,C7H15NO3,Sample78,Ratio to Global Standards,5.15,20190480,3.62E-01
L-CARNITINE,C7H15NO3,Sample79,Ratio to Global Standards,5.15,24492602,4.43E-01
L-CARNITINE,C7H15NO3,Sample80,Ratio to Global Standards,5.15,34994872,6.85E-01
L-CARNITINE,C7H15NO3,Sample81,Ratio to Global Standards,5.15,18977172,3.55E-01
L-CARNITINE,C7H15NO3,Sample82,Ratio to Global Standards,5.15,24799272,4.30E-01
L-CARNITINE,C7H15NO3,Sample83,Ratio to Global Standards,5.15,32303554,5.78E-01
L-CARNITINE,C7H15NO3,Sample84,Ratio to Global Standards,5.15,19667288,3.29E-01
L-CARNITINE,C7H15NO3,Sample85,Ratio to Global Standards,5.15,49248228,8.88E-01
L-CARNITINE,C7H15NO3,Sample86,Ratio to Global Standards,5.15,23244360,4.22E-01
L-CARNITINE,C7H15NO3,Sample87,Ratio to Global Standards,5.15,24247848,4.29E-01
L-CARNITINE,C7H15NO3,Sample88,Ratio to Global Standards,5.15,28370080,5.36E-01
L-CARNITINE,C7H15NO3,Sample89,Ratio to Global Standards,5.15,19422894,3.51E-01
L-CARNITINE,C7H15NO3,Sample90,Ratio to Global Standards,5.15,21726160,3.82E-01
L-CARNITINE,C7H15NO3,Sample91,Ratio to Global Standards,5.15,19445534,3.30E-01
L-CARNITINE,C7H15NO3,Sample92,Ratio to Global Standards,5.15,21577978,4.19E-01
L-CARNITINE,C7H15NO3,Sample93,Ratio to Global Standards,5.15,21140930,3.73E-01
L-CARNITINE,C7H15NO3,Sample94,Ratio to Global Standards,5.15,28934892,4.98E-01
L-CARNITINE,C7H15NO3,Sample95,Ratio to Global Standards,5.15,36729540,6.96E-01
L-CARNITINE,C7H15NO3,Sample96,Ratio to Global Standards,5.15,37693584,7.10E-01
L-CARNITINE,C7H15NO3,Sample97,Ratio to Global Standards,5.15,19393474,3.70E-01
L-CARNITINE,C7H15NO3,Sample98,Ratio to Global Standards,5.15,22900352,4.32E-01
L-CARNITINE,C7H15NO3,Sample99,Ratio to Global Standards,5.15,17113188,3.18E-01
L-CARNITINE,C7H15NO3,Sample100,Ratio to Global Standards,5.15,16442342,2.96E-01
L-CARNITINE,C7H15NO3,Sample101,Ratio to Global Standards,5.15,41088336,7.27E-01
L-CARNITINE,C7H15NO3,Sample102,Ratio to Global Standards,5.15,33390660,6.04E-01
L-CARNITINE,C7H15NO3,Sample103,Ratio to Global Standards,5.15,38782640,6.88E-01
L-CARNITINE,C7H15NO3,Sample104,Ratio to Global Standards,5.15,25991992,4.55E-01
L-CARNITINE,C7H15NO3,Sample105,Ratio to Global Standards,5.15,27310500,5.00E-01
L-CARNITINE,C7H15NO3,Sample106,Ratio to Global Standards,5.15,46188764,7.83E-01
L-CARNITINE,C7H15NO3,Sample107,Ratio to Global Standards,5.15,49868480,8.30E-01
L-CARNITINE,C7H15NO3,Sample108,Ratio to Global Standards,5.15,25808400,3.96E-01
L-CARNITINE,C7H15NO3,Sample109,Ratio to Global Standards,5.15,34566308,5.49E-01
L-CARNITINE,C7H15NO3,Sample110,Ratio to Global Standards,5.15,53160712,8.08E-01
L-CARNITINE,C7H15NO3,Sample111,Ratio to Global Standards,5.15,31558140,5.04E-01
L-CARNITINE,C7H15NO3,Sample112,Ratio to Global Standards,5.15,38801116,5.87E-01
L-CARNITINE,C7H15NO3,Sample113,Ratio to Global Standards,5.15,35595120,5.42E-01
L-CARNITINE,C7H15NO3,Sample114,Ratio to Global Standards,5.15,48506784,8.68E-01
L-CARNITINE,C7H15NO3,Sample115,Ratio to Global Standards,5.15,37518840,6.45E-01
L-CARNITINE,C7H15NO3,Sample116,Ratio to Global Standards,5.15,32183860,5.05E-01
L-CARNITINE,C7H15NO3,Sample117,Ratio to Global Standards,5.15,19584496,3.23E-01
L-CARNITINE,C7H15NO3,Sample118,Ratio to Global Standards,5.15,25694404,4.19E-01
L-CARNITINE,C7H15NO3,Sample119,Ratio to Global Standards,5.15,22816660,3.84E-01
L-CARNITINE,C7H15NO3,Sample120,Ratio to Global Standards,5.15,24469008,3.85E-01
L-CARNITINE,C7H15NO3,Sample121,Ratio to Global Standards,5.15,24981904,4.24E-01
L-CARNITINE,C7H15NO3,Sample122,Ratio to Global Standards,5.15,39866632,6.48E-01
L-CARNITINE,C7H15NO3,Sample123,Ratio to Global Standards,5.15,24564298,3.89E-01
L-CARNITINE,C7H15NO3,Sample124,Ratio to Global Standards,5.15,23027912,3.61E-01
L-CARNITINE,C7H15NO3,Sample125,Ratio to Global Standards,5.15,25747806,4.28E-01
L-CARNITINE,C7H15NO3,Sample126,Ratio to Global Standards,5.15,37162232,6.47E-01
L-CARNITINE,C7H15NO3,Sample127,Ratio to Global Standards,5.15,27980396,4.88E-01
L-CARNITINE,C7H15NO3,Sample128,Ratio to Global Standards,5.15,25361624,4.04E-01
L-CARNITINE,C7H15NO3,Sample129,Ratio to Global Standards,5.15,40821960,6.90E-01
L-CARNITINE,C7H15NO3,Sample130,Ratio to Global Standards,5.15,26831208,4.28E-01
L-CARNITINE,C7H15NO3,Sample131,Ratio to Global Standards,5.15,24406262,3.88E-01
L-CARNITINE,C7H15NO3,Sample132,Ratio to Global Standards,5.15,29182122,4.05E-01
L-CARNITINE,C7H15NO3,Sample133,Ratio to Global Standards,5.15,37020804,6.30E-01
L-CARNITINE,C7H15NO3,Sample134,Ratio to Global Standards,5.15,21371854,3.71E-01
L-CARNITINE,C7H15NO3,Sample135,Ratio to Global Standards,5.15,25864984,4.43E-01
L-CARNITINE,C7H15NO3,Sample136,Ratio to Global Standards,5.15,23845306,4.10E-01
L-CARNITINE,C7H15NO3,Sample137,Ratio to Global Standards,5.15,24913628,4.34E-01
L-CARNITINE,C7H15NO3,Sample138,Ratio to Global Standards,5.15,28450916,4.78E-01
L-CARNITINE,C7H15NO3,Sample139,Ratio to Global Standards,5.15,29643748,4.85E-01
L-CARNITINE,C7H15NO3,Sample140,Ratio to Global Standards,5.15,24733012,3.88E-01
L-CARNITINE,C7H15NO3,Sample141,Ratio to Global Standards,5.15,26558234,4.36E-01
L-CARNITINE,C7H15NO3,Sample142,Ratio to Global Standards,5.15,30299286,5.08E-01
L-CARNITINE,C7H15NO3,Sample143,Ratio to Global Standards,5.15,33222112,5.97E-01
L-CARNITINE,C7H15NO3,Sample144,Ratio to Global Standards,5.15,27868088,4.75E-01
L-CARNITINE,C7H15NO3,Sample145,Ratio to Global Standards,5.15,26371308,4.91E-01
L-CARNITINE,C7H15NO3,Sample146,Ratio to Global Standards,5.15,49322112,8.12E-01
L-CARNITINE,C7H15NO3,Sample147,Ratio to Global Standards,5.15,21691604,3.71E-01
L-CARNITINE,C7H15NO3,Sample148,Ratio to Global Standards,5.15,29292534,4.99E-01
L-CARNITINE,C7H15NO3,Sample149,Ratio to Global Standards,5.15,27721476,4.39E-01
L-CARNITINE,C7H15NO3,Sample150,Ratio to Global Standards,5.15,29820602,5.04E-01
L-CARNITINE,C7H15NO3,Sample151,Ratio to Global Standards,5.15,40798208,7.42E-01
L-CARNITINE,C7H15NO3,Sample152,Ratio to Global Standards,5.15,30096368,5.34E-01
L-CARNITINE,C7H15NO3,Sample153,Ratio to Global Standards,5.15,23091750,4.14E-01
L-CARNITINE,C7H15NO3,Sample154,Ratio to Global Standards,5.15,32295554,5.35E-01
L-CARNITINE,C7H15NO3,Sample155,Ratio to Global Standards,5.15,24585198,4.24E-01
L-CARNITINE,C7H15NO3,Sample156,Ratio to Global Standards,5.15,27933972,4.86E-01
L-CARNITINE,C7H15NO3,Sample157,Ratio to Global Standards,5.15,20579958,3.44E-01
L-CARNITINE,C7H15NO3,Sample158,Ratio to Global Standards,5.15,16280124,2.70E-01
L-CARNITINE,C7H15NO3,Sample159,Ratio to Global Standards,5.15,35964024,6.44E-01
L-CARNITINE,C7H15NO3,Sample160,Ratio to Global Standards,5.15,36176128,7.11E-01
L-CARNITINE,C7H15NO3,Sample161,Ratio to Global Standards,5.15,30129238,5.74E-01
L-CARNITINE,C7H15NO3,Sample162,Ratio to Global Standards,5.15,34111224,6.10E-01
L-CARNITINE,C7H15NO3,Sample163,Ratio to Global Standards,5.15,40852680,7.32E-01
L-CARNITINE,C7H15NO3,Sample164,Ratio to Global Standards,5.15,26812914,4.65E-01
L-CARNITINE,C7H15NO3,Sample165,Ratio to Global Standards,5.15,36629756,6.59E-01
L-CARNITINE,C7H15NO3,Sample166,Ratio to Global Standards,5.15,37961512,6.86E-01
L-CARNITINE,C7H15NO3,Sample167,Ratio to Global Standards,5.15,25716496,4.73E-01
L-CARNITINE,C7H15NO3,Sample168,Ratio to Global Standards,5.15,38788352,7.27E-01
L-CARNITINE,C7H15NO3,Sample169,Ratio to Global Standards,5.15,20606460,3.93E-01
L-CARNITINE,C7H15NO3,Sample170,Ratio to Global Standards,5.15,20784364,3.68E-01
L-CARNITINE,C7H15NO3,Sample171,Ratio to Global Standards,5.15,40546928,6.95E-01
L-CARNITINE,C7H15NO3,Sample172,Ratio to Global Standards,5.15,31324040,5.54E-01
L-CARNITINE,C7H15NO3,Sample173,Ratio to Global Standards,5.15,42387864,6.92E-01
L-CARNITINE,C7H15NO3,Sample174,Ratio to Global Standards,5.15,16550174,2.78E-01
L-CARNITINE,C7H15NO3,Sample175,Ratio to Global Standards,5.15,24556320,4.77E-01
L-CARNITINE,C7H15NO3,Sample176,Ratio to Global Standards,5.15,31763008,5.34E-01
L-CARNITINE,C7H15NO3,Sample177,Ratio to Global Standards,5.15,21548702,3.90E-01
L-CARNITINE,C7H15NO3,Sample178,Ratio to Global Standards,5.15,40920680,7.21E-01
L-CARNITINE,C7H15NO3,Sample179,Ratio to Global Standards,5.15,25275580,4.42E-01
L-CARNITINE,C7H15NO3,Sample180,Ratio to Global Standards,5.15,19303620,3.16E-01
L-CARNITINE,C7H15NO3,Sample181,Ratio to Global Standards,5.15,32124468,5.12E-01
L-CARNITINE,C7H15NO3,Sample182,Ratio to Global Standards,5.15,26639296,6.03E-01
L-CARNITINE,C7H15NO3,db,Ratio to Global Standards,5.15,5653,3.80E-01
L-CARNITINE,C7H15NO3,iroa_end,Ratio to Global Standards,5.15,6102256,1.06E-01
L-CARNITINE,C7H15NO3,iroa_start,Ratio to Global Standards,5.15,8654673,1.11E-01
L-CARNITINE,C7H15NO3,pb,Ratio to Global Standards,5.15,11693,1.46E-04
L-CARNITINE,C7H15NO3,pool_115-133,Ratio to Global Standards,5.15,28872644,5.29E-01
L-CARNITINE,C7H15NO3,pool_1-19,Ratio to Global Standards,5.15,27409224,4.43E-01
L-CARNITINE,C7H15NO3,pool_134-152,Ratio to Global Standards,5.15,28491148,5.14E-01
L-CARNITINE,C7H15NO3,pool_153-171,Ratio to Global Standards,5.15,29069512,5.52E-01
L-CARNITINE,C7H15NO3,pool_172-182,Ratio to Global Standards,5.15,28769236,5.55E-01
L-CARNITINE,C7H15NO3,pool_20-38,Ratio to Global Standards,5.15,26920436,4.58E-01
L-CARNITINE,C7H15NO3,pool_39-57,Ratio to Global Standards,5.15,28688964,4.85E-01
L-CARNITINE,C7H15NO3,pool_58-76,Ratio to Global Standards,5.15,29366442,5.23E-01
L-CARNITINE,C7H15NO3,pool_77-95,Ratio to Global Standards,5.15,25954680,4.53E-01
L-CARNITINE,C7H15NO3,pool_96-114,Ratio to Global Standards,5.15,25469736,4.68E-01
L-CARNITINE,C7H15NO3,pool_final,Ratio to Global Standards,5.15,18939884,4.93E-01
LEUCINE,C6H13NO2,Sample1,Ratio to 13C,8.03,76405384,1.11E+01
LEUCINE,C6H13NO2,Sample2,Ratio to 13C,8.03,58054856,7.13E+00
LEUCINE,C6H13NO2,Sample3,Ratio to 13C,8.03,41101496,4.73E+00
LEUCINE,C6H13NO2,Sample4,Ratio to 13C,8.03,39037912,4.45E+00
LEUCINE,C6H13NO2,Sample5,Ratio to 13C,8.03,50849104,6.27E+00
LEUCINE,C6H13NO2,Sample6,Ratio to 13C,8.03,39980480,5.15E+00
LEUCINE,C6H13NO2,Sample7,Ratio to 13C,8.03,43466200,4.97E+00
LEUCINE,C6H13NO2,Sample8,Ratio to 13C,8.03,54938720,6.96E+00
LEUCINE,C6H13NO2,Sample9,Ratio to 13C,8.03,53110612,6.76E+00
LEUCINE,C6H13NO2,Sample10,Ratio to 13C,8.03,71052896,9.55E+00
LEUCINE,C6H13NO2,Sample11,Ratio to 13C,8.03,53823060,6.27E+00
LEUCINE,C6H13NO2,Sample12,Ratio to 13C,8.03,64545612,8.81E+00
LEUCINE,C6H13NO2,Sample13,Ratio to 13C,8.03,67469944,8.42E+00
LEUCINE,C6H13NO2,Sample14,Ratio to 13C,8.03,40358872,4.79E+00
LEUCINE,C6H13NO2,Sample15,Ratio to 13C,8.03,47017660,6.01E+00
LEUCINE,C6H13NO2,Sample16,Ratio to 13C,8.03,30496018,3.84E+00
LEUCINE,C6H13NO2,Sample17,Ratio to 13C,8.03,60221884,8.48E+00
LEUCINE,C6H13NO2,Sample18,Ratio to 13C,8.03,43525612,5.79E+00
LEUCINE,C6H13NO2,Sample19,Ratio to 13C,8.03,44403968,6.14E+00
LEUCINE,C6H13NO2,Sample20,Ratio to 13C,8.03,32855456,4.62E+00
LEUCINE,C6H13NO2,Sample21,Ratio to 13C,8.03,33892416,4.81E+00
LEUCINE,C6H13NO2,Sample22,Ratio to 13C,8.03,37848636,5.03E+00
LEUCINE,C6H13NO2,Sample23,Ratio to 13C,8.03,36787476,4.79E+00
LEUCINE,C6H13NO2,Sample24,Ratio to 13C,8.03,38382276,5.70E+00
LEUCINE,C6H13NO2,Sample25,Ratio to 13C,8.03,35596788,5.65E+00
LEUCINE,C6H13NO2,Sample26,Ratio to 13C,8.03,25869322,3.57E+00
LEUCINE,C6H13NO2,Sample27,Ratio to 13C,8.03,51652136,7.06E+00
LEUCINE,C6H13NO2,Sample28,Ratio to 13C,8.03,31753712,4.49E+00
LEUCINE,C6H13NO2,Sample29,Ratio to 13C,8.03,29728376,4.13E+00
LEUCINE,C6H13NO2,Sample30,Ratio to 13C,8.03,35928736,5.40E+00
LEUCINE,C6H13NO2,Sample31,Ratio to 13C,8.03,36726164,4.95E+00
LEUCINE,C6H13NO2,Sample32,Ratio to 13C,8.03,52225980,8.53E+00
LEUCINE,C6H13NO2,Sample33,Ratio to 13C,8.03,26963106,3.38E+00
LEUCINE,C6H13NO2,Sample34,Ratio to 13C,8.03,33864600,4.70E+00
LEUCINE,C6H13NO2,Sample35,Ratio to 13C,8.03,49373280,7.40E+00
LEUCINE,C6H13NO2,Sample36,Ratio to 13C,8.03,29493758,3.65E+00
LEUCINE,C6H13NO2,Sample37,Ratio to 13C,8.03,30687588,4.51E+00
LEUCINE,C6H13NO2,Sample38,Ratio to 13C,8.03,28718748,3.99E+00
LEUCINE,C6H13NO2,Sample39,Ratio to 13C,8.03,31978976,4.65E+00
LEUCINE,C6H13NO2,Sample40,Ratio to 13C,8.03,45662772,6.79E+00
LEUCINE,C6H13NO2,Sample41,Ratio to 13C,8.03,34614700,5.41E+00
LEUCINE,C6H13NO2,Sample42,Ratio to 13C,8.03,32971212,4.45E+00
LEUCINE,C6H13NO2,Sample43,Ratio to 13C,8.03,32145108,4.69E+00
LEUCINE,C6H13NO2,Sample44,Ratio to 13C,8.03,35031820,5.60E+00
LEUCINE,C6H13NO2,Sample45,Ratio to 13C,8.03,31841904,4.37E+00
LEUCINE,C6H13NO2,Sample46,Ratio to 13C,8.03,50356056,6.93E+00
LEUCINE,C6H13NO2,Sample47,Ratio to 13C,8.03,34807376,5.09E+00
LEUCINE,C6H13NO2,Sample48,Ratio to 13C,8.03,35977228,5.50E+00
LEUCINE,C6H13NO2,Sample49,Ratio to 13C,8.03,47844468,6.98E+00
LEUCINE,C6H13NO2,Sample50,Ratio to 13C,8.03,25940842,3.47E+00
LEUCINE,C6H13NO2,Sample51,Ratio to 13C,8.03,38780192,5.32E+00
LEUCINE,C6H13NO2,Sample52,Ratio to 13C,8.03,30607322,4.55E+00
LEUCINE,C6H13NO2,Sample53,Ratio to 13C,8.03,41676072,6.56E+00
LEUCINE,C6H13NO2,Sample54,Ratio to 13C,8.03,25105298,3.41E+00
LEUCINE,C6H13NO2,Sample55,Ratio to 13C,8.03,32424436,4.70E+00
LEUCINE,C6H13NO2,Sample56,Ratio to 13C,8.03,42198008,7.20E+00
